year,tmp,month,tmpLoess,deconID
1906,14.7,5,15.22190320701494,793
1907,14.6,5,15.21308892223233,794
1908,17,5,15.203507146426809,795
1909,14.1,5,15.192626474012016,796
1910,16.5,5,15.17983578617271,797
1911,14.9,5,15.17022039152777,798
1912,15.6,5,15.163476403967174,799
1913,14.8,5,15.15987775849134,800
1914,14.6,5,15.159525985530951,801
1915,17.5,5,15.162016059627106,802
1916,12.8,5,15.166711518800186,803
1917,18.8,5,15.172766395152518,804
1918,13,5,15.179566519684535,805
1919,15,5,15.186715167370505,806
1920,14.9,5,15.194331509881138,807
1921,14.4,5,15.202524100955166,808
1922,15.7,5,15.211225788562931,809
1923,11.2,5,15.220538842260586,810
1924,15.1,5,15.230542722936669,811
1925,15,5,15.241071454981515,812
1926,13.8,5,15.251961082425545,813
1927,14.1,5,15.263216669922464,814
1928,14.1,5,15.27494552656458,815
1929,14.5,5,15.28717649829796,816
1930,18.2,5,15.29998200585262,817
1931,16.1,5,15.313453937649768,818
1932,14.6,5,15.32778015748611,819
1933,14.3,5,15.343183030802052,820
1934,16.4,5,15.359755163893375,821
1935,17.2,5,15.377394843276043,822
1936,16.2,5,15.396120886190722,823
1937,16.3,5,15.415916686253379,824
1938,16,5,15.436563560918344,825
1939,16.3,5,15.457923869645068,826
1940,16.7,5,15.479578228957088,827
1941,16.3,5,15.501130846455618,828
1942,14.4,5,15.522114342311543,829
1943,14.4,5,15.542198799506282,830
1944,14.2,5,15.560881484474269,831
1945,16.6,5,15.577567091494991,832
1946,14.8,5,15.591960861202196,833
1947,17.9,5,15.60362879271845,834
1948,15.6,5,15.612314606082025,835
1949,14.1,5,15.617950085536583,836
1950,17.6,5,15.62055000851188,837
1951,15.3,5,15.62016781993355,838
1952,15.2,5,15.61690563295118,839
1953,16.1,5,15.610936467553039,840
1954,16,5,15.602642016025118,841
1955,14.6,5,15.592684788911594,842
1956,13.2,5,15.581869290418364,843
1957,16.7,5,15.570759972478852,844
1958,14.5,5,15.559685558022496,845
1959,16.1,5,15.548827596627419,846
1960,16.2,5,15.538137373548368,847
1961,16,5,15.52768906926796,848
1962,14.2,5,15.51769390908018,849
1963,15.8,5,15.508180289731433,850
1964,16.9,5,15.498866087671612,851
1965,15.5,5,15.489607584653704,852
1966,16.9,5,15.48037137161742,853
1967,14.7,5,15.47113051735597,854
1968,16,5,15.46172408335935,855
1969,14.8,5,15.45205347920951,856
1970,17.2,5,15.442205300039156,857
1971,13.9,5,15.43256307550428,858
1972,14.5,5,15.423627426815187,859
1973,16.1,5,15.415913079796216,860
1974,14.1,5,15.409632899919949,861
1975,14.7,5,15.404896366113704,862
1976,17.4,5,15.401856532995698,863
1977,15.5,5,15.400499669830516,864
1978,14.8,5,15.40095331701031,865
1979,16.5,5,15.40345658955351,866
1980,14.7,5,15.408208997212736,867
1981,15.3,5,15.415452199483148,868
1982,16.3,5,15.425189887581285,869
1983,16.3,5,15.437320602983448,870
1984,13.7,5,15.451780496420335,871
1985,13.5,5,15.468478945305563,872
1986,15.9,5,15.48722550989018,873
1987,13.9,5,15.507678990880944,874
1988,15,5,15.52955186289762,875
1989,15.3,5,15.562718363376185,876
1990,15.2,5,15.594949192111194,877
1991,13.5,5,15.626911611598835,878
1992,17.3,5,15.658896539108149,879
1993,15.7,5,15.69108211557107,880
1994,15.9,5,15.723566103434429,881
1995,14.3,5,15.75640741544968,882
1996,15.7,5,15.78964490052865,883
1997,15.9,5,15.823315047653338,884
1998,16.5,5,15.857441734697417,885
1999,15.2,5,15.892033323175042,886
2000,17,5,15.92708462907106,887
2001,14.3,5,15.962588137974635,888
2002,17.4,5,15.998527858236876,889
2003,19.4,5,16.034892892629628,890
2004,15.3,5,16.071660006982967,891
2005,16.4,5,16.108797137439936,892
2006,16.8,5,16.146277933024322,893
2007,17.4,5,16.18407460313844,894
2008,16.9,5,16.22215164474637,895
2009,14.8,5,16.260462663496334,896
2010,16.3,5,16.2989588169469,897
2011,16.5,5,16.337604993386705,898
2012,15.5,5,16.37637120211331,899
2013,15.7,5,16.415230360836063,900
2014,16.1,5,16.454167813929388,901
2015,15.8,5,16.493181198042066,902
2016,17,5,16.53227702516584,903
2017,17.8,5,16.571469839163463,904
1881,18.6,6,17.00272387154462,907
1882,16.8,6,16.996865501803605,908
1883,16.7,6,16.991273587408124,909
1884,18.2,6,16.985937510614416,910
1885,17.3,6,16.980847359467813,911
1886,16.8,6,16.9759799353292,912
1887,18.7,6,16.971304777749527,913
1888,14.7,6,16.966787615464852,914
1889,16.4,6,16.9623822270676,915
1890,15.4,6,16.958055112372847,916
1891,16.2,6,16.95378557316644,917
1892,16,6,16.9495705042098,918
1893,17.4,6,16.945422314645075,919
1894,17.8,6,16.94136750190694,920
1895,17.2,6,16.937434110280016,921
1896,17,6,16.933645916123822,922
1897,16.5,6,16.930026991587972,923
1898,14.4,6,16.926606498828303,924
1899,17.3,6,16.9234289421609,925
1900,18.4,6,16.920567772188402,926
1901,18.5,6,16.91810993830834,927
1902,15.8,6,16.916140283884946,928
1903,16.2,6,16.914743738514325,929
1904,18.8,6,16.91404204869345,930
1905,18.6,6,16.914211784514983,931
1906,17.2,6,16.915479744205122,932
1907,14.5,6,16.918160148779798,933
1908,17.2,6,16.922744393563434,934
1909,15,6,16.92994477602435,935
1910,15.5,6,16.94024668999854,936
1911,19.2,6,16.95778481913635,937
1912,17.9,6,16.975598140138686,938
1913,14.6,6,16.99301936735684,939
1914,17.6,6,17.009444378472026,940
1915,16.2,6,17.024412753424453,941
1916,16,6,17.03769144782908,942
1917,17.3,6,17.049305562295565,943
1918,16.5,6,17.059781613134113,944
1919,14.4,6,17.069806662226437,945
1920,17.4,6,17.080143315359685,946
1921,18.7,6,17.091288394411148,947
1922,15.7,6,17.103529385734078,948
1923,18.6,6,17.116933051587953,949
1924,16.7,6,17.13152653217328,950
1925,17.9,6,17.147466232799616,951
1926,17.4,6,17.16490408495773,952
1927,17.3,6,17.183805826536933,953
1928,18.4,6,17.203981815896395,954
1929,17.5,6,17.224865747038308,955
1930,16.4,6,17.24578984119755,956
1931,16.8,6,17.266255964136988,957
1932,17.9,6,17.286099287913377,958
1933,18.1,6,17.30482444412255,959
1934,18.3,6,17.321531460496047,960
1935,17.8,6,17.335386333517302,961
1936,16.8,6,17.346047211571317,962
1937,17.2,6,17.353521463605347,963
1938,16.7,6,17.35764481202692,964
1939,17,6,17.358285606491968,965
1940,16.2,6,17.355426856471613,966
1941,18.6,6,17.348976431330136,967
1942,16.1,6,17.33926410208042,968
1943,17.7,6,17.32681091851586,969
1944,17.4,6,17.312279445529985,970
1945,17.9,6,17.29652766359064,971
1946,18.4,6,17.28031449896013,972
1947,18.9,6,17.264089146492474,973
1948,16.2,6,17.24841702480947,974
1949,17.6,6,17.233879827181653,975
1950,18,6,17.22064722820643,976
1951,17.1,6,17.208512745639375,977
1952,18.3,6,17.19710439747285,978
1953,17.4,6,17.18580566841233,979
1954,14.4,6,17.174158652699774,980
1955,17.4,6,17.162058438111508,981
1956,16.9,6,17.149690937926813,982
1957,17.7,6,17.13711175992315,983
1958,17,6,17.12437082785727,984
1959,19.3,6,17.111605943708987,985
1960,15.4,6,17.098950543643113,986
1961,15.1,6,17.0863681337014,987
1962,15,6,17.073770508712872,988
1963,17.7,6,17.061125604571593,989
1964,18.1,6,17.048765958919365,990
1965,15,6,17.03722932506321,991
1966,15.6,6,17.026949019865246,992
1967,18.6,6,17.01852355388105,993
1968,16.2,6,17.012729207784975,994
1969,18.4,6,17.01002380996528,995
1970,16.1,6,17.010647863570277,996
1971,18,6,17.014580496568747,997
1972,17.7,6,17.02196304762605,998
1973,17.2,6,17.032590392749924,999
1974,15.3,6,17.046214251311792,1000
1975,18.2,6,17.062534045589857,1001
1976,19.3,6,17.081333359551248,1002
1977,16.5,6,17.102286243190548,1003
1978,15.5,6,17.125128699215633,1004
1979,15.3,6,17.14956216400801,1005
1980,15.1,6,17.175188769827102,1006
1981,16.4,6,17.201697122342594,1007
1982,18.9,6,17.2289156409198,1008
1983,20.4,6,17.257016370743514,1009
1984,15.9,6,17.285968591483368,1010
1985,17.4,6,17.31539541737174,1011
1986,17,6,17.345122688942375,1012
1987,16.9,6,17.375161955099088,1013
1988,17,6,17.405714797431905,1014
1989,17.7,6,17.44298402467372,1015
1990,16.7,6,17.482345314810132,1016
1991,19.2,6,17.522926185066893,1017
1992,18.6,6,17.56420312217699,1018
1993,16.1,6,17.605893940966226,1019
1994,21.3,6,17.647848138590454,1020
1995,20.1,6,17.68999836887474,1021
1996,15.9,6,17.732286726196776,1022
1997,17.2,6,17.774653487455467,1023
1998,16.4,6,17.817069493837465,1024
1999,19,6,17.85952662946059,1025
2000,15.3,6,17.902029953971677,1026
2001,18.6,6,17.944579299396253,1027
2002,17.7,6,17.987185227050134,1028
2003,19.1,6,18.029854525253256,1029
2004,16.8,6,18.07259190290526,1030
2005,18,6,18.115395630593767,1031
2006,22,6,18.158273260326382,1032
2007,17.2,6,18.201232755161556,1033
2008,18,6,18.244273396325568,1034
2009,18,6,18.287401863882934,1035
2010,20.3,6,18.33062988293169,1036
2011,16.1,6,18.373967838041366,1037
2012,17.4,6,18.41741417386129,1038
2013,19.5,6,18.46098229628248,1039
2014,19.3,6,18.504696401230177,1040
2015,19.4,6,18.54856852925103,1041
2016,18.6,6,18.592595738222528,1042
2017,18.1,6,18.636762907438083,1043
1881,15.9,7,15.959835247880095,1046
1882,14.9,7,15.962632200865228,1047
1883,15.9,7,15.965214765285118,1048
1884,17,7,15.967593980382139,1049
1885,14.6,7,15.969783046862958,1050
1886,16.9,7,15.971788755600496,1051
1887,15.7,7,15.973626866599473,1052
1888,15.1,7,15.975309059210343,1053
1889,15.4,7,15.976851062203975,1054
1890,16.5,7,15.9782811973995,1055
1891,15,7,15.97963710294076,1056
1892,18.1,7,15.980957947670214,1057
1893,17,7,15.982290667455175,1058
1894,15.4,7,15.98367243890085,1059
1895,16.5,7,15.98513131780409,1060
1896,14.3,7,15.98669884175804,1061
1897,17.1,7,15.988407742977817,1062
1898,18,7,15.990302356550272,1063
1899,16.8,7,15.992419988770463,1064
1900,16.2,7,15.994779287014051,1065
1901,16.4,7,15.997381575583852,1066
1902,14.7,7,16.000212953856803,1067
1903,15.4,7,16.003242080143217,1068
1904,16.5,7,16.006432075773876,1069
1905,16.5,7,16.009728139611806,1070
1906,16.5,7,16.013017420227854,1071
1907,15.7,7,16.016076329058524,1072
1908,14.5,7,16.01849596705837,1073
1909,16.2,7,16.01962983044413,1074
1910,15.8,7,16.0187202073636,1075
1911,19.4,7,16.023088326814467,1076
1912,14,7,16.028593928115292,1077
1913,14.8,7,16.035109734533965,1078
1914,17.2,7,16.0424034106603,1079
1915,15.2,7,16.050602482472055,1080
1916,15.9,7,16.05994690289863,1081
1917,16.7,7,16.070875406371503,1082
1918,15.9,7,16.08375017348432,1083
1919,16.1,7,16.09871496916977,1084
1920,15,7,16.115871449952667,1085
1921,17.3,7,16.13523586551368,1086
1922,15.4,7,16.15667158325168,1087
1923,15.7,7,16.18012526143574,1088
1924,14.5,7,16.205673009251925,1089
1925,16.5,7,16.23335234029733,1090
1926,16,7,16.263020182735744,1091
1927,16.4,7,16.294088052733294,1092
1928,16.2,7,16.325888321953343,1093
1929,17.1,7,16.357731111399957,1094
1930,16,7,16.38896346185372,1095
1931,15.4,7,16.41915269683875,1096
1932,18.7,7,16.448120820154003,1097
1933,16.9,7,16.475536693941706,1098
1934,16.4,7,16.50086144087509,1099
1935,16.6,7,16.52359275801743,1100
1936,16.2,7,16.543411718910214,1101
1937,17.1,7,16.56020751479776,1102
1938,17.7,7,16.573916773126545,1103
1939,17.5,7,16.584417096031515,1104
1940,14.5,7,16.59171608565255,1105
1941,15,7,16.595956581794614,1106
1942,17.6,7,16.59755684798863,1107
1943,17.9,7,16.597007119686655,1108
1944,19.6,7,16.59472990665011,1109
1945,16.2,7,16.59107939973662,1110
1946,16.2,7,16.58637388391512,1111
1947,18.9,7,16.580928194086347,1112
1948,16.4,7,16.575154382096215,1113
1949,17,7,16.569268909649267,1114
1950,17.5,7,16.563271438991194,1115
1951,17.2,7,16.556892662383817,1116
1952,17.8,7,16.549959463317407,1117
1953,16.4,7,16.542411612051595,1118
1954,15.8,7,16.53422602511091,1119
1955,16.8,7,16.525457463036545,1120
1956,14.1,7,16.51637100205754,1121
1957,15.1,7,16.507219868310095,1122
1958,16.9,7,16.49817298385434,1123
1959,17.3,7,16.48931435881315,1124
1960,15.8,7,16.48069785944812,1125
1961,15.7,7,16.472352954728766,1126
1962,15.8,7,16.464281703959116,1127
1963,15.9,7,16.45683954744085,1128
1964,15.9,7,16.4506208202412,1129
1965,14.9,7,16.446247667756385,1130
1966,15.5,7,16.444109366418374,1131
1967,16.4,7,16.444537841866143,1132
1968,16.4,7,16.447954410042566,1133
1969,16.5,7,16.45487999728943,1134
1970,16.8,7,16.465983567214945,1135
1971,17.8,7,16.481556061336935,1136
1972,15.7,7,16.501445444624828,1137
1973,17.7,7,16.52543644282121,1138
1974,17.1,7,16.553527669362218,1139
1975,18.8,7,16.585802808929202,1140
1976,16.2,7,16.62221594536227,1141
1977,15.9,7,16.662434393171935,1142
1978,15.1,7,16.70577718000267,1143
1979,15.5,7,16.75123303158719,1144
1980,16.6,7,16.79769688537911,1145
1981,16.4,7,16.844214604851956,1146
1982,17.3,7,16.890119417511755,1147
1983,18.1,7,16.934912744772745,1148
1984,17,7,16.97825179954195,1149
1985,16.2,7,17.01995419586551,1150
1986,16.3,7,17.059981476679084,1151
1987,15.5,7,17.09817952753852,1152
1988,17,7,17.134518580225958,1153
1989,17,7,17.16431257562813,1154
1990,18.3,7,17.193500657972706,1155
1991,17.9,7,17.222939172228436,1156
1992,19.1,7,17.25298600432815,1157
1993,15.8,7,17.28369523196116,1158
1994,17.8,7,17.31499290279875,1159
1995,18.3,7,17.346791862937664,1160
1996,17.2,7,17.37899897235286,1161
1997,19.8,7,17.411519260408348,1162
1998,16.7,7,17.444268076131415,1163
1999,17.2,7,17.477162390634703,1164
2000,17.6,7,17.510137897585153,1165
2001,18.6,7,17.54314425143525,1166
2002,18.8,7,17.576135107365126,1167
2003,20.6,7,17.609057910677706,1168
2004,18.4,7,17.64185227181291,1169
2005,15.8,7,17.674452238564996,1170
2006,15.5,7,17.706794795095803,1171
2007,16.9,7,17.738839187703753,1172
2008,17.4,7,17.770567763486113,1173
2009,18.7,7,17.801977830663425,1174
2010,16.7,7,17.833071895754003,1175
2011,17.7,7,17.863848671402188,1176
2012,18.4,7,17.894317245232287,1177
2013,17.9,7,17.92449036782382,1178
2014,16,7,17.95437599863864,1179
2015,19.9,7,17.98398524166764,1180
2016,17.7,7,18.013340619802314,1181
2017,17.9,7,18.04245257070083,1182
1881,12.1,8,12.979671519786274,1185
1882,13.1,8,12.9736216389893,1186
1883,13.4,8,12.96775353221133,1187
1884,14.3,8,12.962094623437412,1188
1885,12.7,8,12.956664356210371,1189
1886,15.1,8,12.951468565215116,1190
1887,12.2,8,12.946509111987258,1191
1888,12.5,8,12.941775457095867,1192
1889,11.1,8,12.937261579483417,1193
1890,13.1,8,12.932970962214226,1194
1891,13.8,8,12.928921312845002,1195
1892,13.8,8,12.925130799353571,1196
1893,12.4,8,12.92160724396684,1197
1894,11,8,12.918348573553114,1198
1895,15.2,8,12.915357437290023,1199
1896,12.8,8,12.912647106114713,1200
1897,12.3,8,12.910221722015542,1201
1898,13.6,8,12.908083332421485,1202
1899,12.5,8,12.906237295074535,1203
1900,13.8,8,12.904682633009028,1204
1901,13.4,8,12.903415619783999,1205
1902,12,8,12.902417057366199,1206
1903,13.5,8,12.901651883959639,1207
1904,11.9,8,12.9010816092429,1208
1905,12.8,8,12.90065600150594,1209
1906,12.5,8,12.900338187217578,1210
1907,13.1,8,12.900132549888705,1211
1908,12.1,8,12.900162503149257,1212
1909,12.7,8,12.900813457388828,1213
1910,12,8,12.902899831360434,1214
1911,14.4,8,12.917242277011265,1215
1912,9.1,8,12.933463075012103,1216
1913,12.6,8,12.950929565974754,1217
1914,12.4,8,12.968966840511172,1218
1915,11.8,8,12.987300257450613,1219
1916,12,8,13.005827102440179,1220
1917,14.5,8,13.024601759122213,1221
1918,12.9,8,13.04380357983824,1222
1919,14.7,8,13.063661869161308,1223
1920,13,8,13.08431280163483,1224
1921,13.5,8,13.105818937066083,1225
1922,11.2,8,13.12838408680716,1226
1923,13.1,8,13.152209571034376,1227
1924,13.6,8,13.177478631814402,1228
1925,11,8,13.204024991532641,1229
1926,14.6,8,13.231625336389051,1230
1927,13.5,8,13.260007615072759,1231
1928,12.5,8,13.28871644186885,1232
1929,15.5,8,13.317276792182184,1233
1930,13.2,8,13.34508993945009,1234
1931,10.2,8,13.371776047857573,1235
1932,15,8,13.397096383012077,1236
1933,13.5,8,13.42077660505415,1237
1934,15.6,8,13.442777269790973,1238
1935,13.7,8,13.462922269049603,1239
1936,13,8,13.481046136419277,1240
1937,13.3,8,13.497030975136564,1241
1938,13.8,8,13.510797611542042,1242
1939,13.4,8,13.522278468180437,1243
1940,12.4,8,13.531466754841174,1244
1941,12.3,8,13.538329191864028,1245
1942,15.1,8,13.543094427794397,1246
1943,13.8,8,13.546092033279852,1247
1944,12.8,8,13.54749065689326,1248
1945,13.8,8,13.547338327481272,1249
1946,14.1,8,13.545666226698906,1250
1947,16.8,8,13.54239281656532,1251
1948,13.8,8,13.537637617009148,1252
1949,16.3,8,13.53140742468851,1253
1950,12.9,8,13.523714503469314,1254
1951,14.5,8,13.514577822369194,1255
1952,10.5,8,13.504202821313541,1256
1953,13.5,8,13.492846876234953,1257
1954,13.5,8,13.48091090574486,1258
1955,13.4,8,13.468933121102719,1259
1956,13.8,8,13.45722477474964,1260
1957,11.8,8,13.445967937882802,1261
1958,14.5,8,13.435241552406719,1262
1959,13.5,8,13.424850606884696,1263
1960,12.5,8,13.414772524646832,1264
1961,16.3,8,13.404947309812915,1265
1962,12.3,8,13.395227040564514,1266
1963,13.7,8,13.385395224049518,1267
1964,13.6,8,13.37541217665806,1268
1965,12.7,8,13.365435539801489,1269
1966,13.2,8,13.355609001886869,1270
1967,13.8,8,13.346046633983843,1271
1968,13.4,8,13.336789084924607,1272
1969,13.8,8,13.327883459103315,1273
1970,13.2,8,13.319514357838262,1274
1971,12,8,13.31179087559098,1275
1972,10.7,8,13.304762005835027,1276
1973,14.1,8,13.298629114993364,1277
1974,13.2,8,13.293478183728649,1278
1975,15.5,8,13.289200078065576,1279
1976,12.7,8,13.285701506876098,1280
1977,11.9,8,13.282989563892924,1281
1978,12.2,8,13.281280394679156,1282
1979,13.1,8,13.280860180715386,1283
1980,13.9,8,13.281907331231825,1284
1981,14,8,13.284421369319006,1285
1982,15.7,8,13.288546048604093,1286
1983,13.7,8,13.294224709871685,1287
1984,12.3,8,13.301455022591039,1288
1985,13.5,8,13.310177702144632,1289
1986,11.3,8,13.320305046774438,1290
1987,14.5,8,13.331864932532069,1291
1988,13.2,8,13.344696586939465,1292
1989,14.4,8,13.363565385490316,1293
1990,11.8,8,13.382708588163583,1294
1991,14.8,8,13.401565839938586,1295
1992,13.4,8,13.419979261713795,1296
1993,12.2,8,13.437943863285327,1297
1994,13.2,8,13.455513557146446,1298
1995,12.6,8,13.472770750843768,1299
1996,10.9,8,13.489798135208453,1300
1997,13.7,8,13.506678526895133,1301
1998,13.4,8,13.523492610346892,1302
1999,16.8,8,13.540305063924606,1303
2000,13.9,8,13.557165895925642,1304
2001,11.8,8,13.574106091484786,1305
2002,13.2,8,13.591148571197962,1306
2003,13.9,8,13.608324533731267,1307
2004,14,8,13.625665669505103,1308
2005,15,8,13.643195090781944,1309
2006,16.9,8,13.660924050753238,1310
2007,12.6,8,13.678845823894363,1311
2008,12.4,8,13.696943508250186,1312
2009,14.7,8,13.715211056304842,1313
2010,12.4,8,13.73365292168841,1314
2011,15.2,8,13.752267782218219,1315
2012,13.6,8,13.771059254190419,1316
2013,13.3,8,13.790018949940606,1317
2014,14.9,8,13.809138353350896,1318
2015,13,8,13.828412070078809,1319
2016,16.9,8,13.847825558218865,1320
2017,12.8,8,13.867367508662998,1321
1881,5,9,7.78725063011656,1324
1882,8.9,9,7.809051357861918,1325
1883,8.5,9,7.83051017187946,1326
1884,7.9,9,7.851625978186089,1327
1885,7.4,9,7.872386007142744,1328
1886,9.5,9,7.892775938816989,1329
1887,5.5,9,7.912782805143149,1330
1888,6.4,9,7.932384150438104,1331
1889,8,9,7.951576771006472,1332
1890,7.2,9,7.9703784062516085,1333
1891,9.9,9,7.988814562162567,1334
1892,7.5,9,8.006917884717172,1335
1893,9.8,9,8.024712090238918,1336
1894,8,9,8.04222138819981,1337
1895,7.1,9,8.05945922254191,1338
1896,8.6,9,8.076439590789121,1339
1897,7.3,9,8.093187061342235,1340
1898,8.9,9,8.10972901016767,1341
1899,7.8,9,8.126102464817773,1342
1900,8.6,9,8.142345421958858,1343
1901,9.1,9,8.15850315711317,1344
1902,7.1,9,8.174621856678673,1345
1903,9.6,9,8.190744856967708,1346
1904,8.3,9,8.206928030754622,1347
1905,4.5,9,8.22321373069048,1348
1906,9.8,9,8.23963104542094,1349
1907,11.2,9,8.25619467463879,1350
1908,8.1,9,8.272805455813415,1351
1909,10.2,9,8.289160161324025,1352
1910,9.1,9,8.304876527576674,1353
1911,8.5,9,8.318281431766192,1354
1912,6.5,9,8.330803065606421,1355
1913,9.5,9,8.341733768554153,1356
1914,8.2,9,8.350687508157673,1357
1915,6.4,9,8.357698801825222,1358
1916,8.5,9,8.363056184113823,1359
1917,7.2,9,8.36736049541111,1360
1918,7.9,9,8.371130010451363,1361
1919,6,9,8.374454011630657,1362
1920,6.9,9,8.377237310646017,1363
1921,11,9,8.37941693962248,1364
1922,5,9,8.381288432239167,1365
1923,10.3,9,8.382998766804674,1366
1924,9.4,9,8.384756025119565,1367
1925,8.5,9,8.386754628280835,1368
1926,7.8,9,8.389317921942371,1369
1927,8.6,9,8.392919847260114,1370
1928,8.6,9,8.397819856387422,1371
1929,9.7,9,8.404194710162763,1372
1930,8.7,9,8.412176694129563,1373
1931,7.3,9,8.421892152862867,1374
1932,8.5,9,8.433450224928514,1375
1933,8.8,9,8.446866956845017,1376
1934,9.6,9,8.462327548677674,1377
1935,8.6,9,8.479820216155876,1378
1936,6.4,9,8.498680954509116,1379
1937,9.5,9,8.517956526690394,1380
1938,8.7,9,8.536855977541016,1381
1939,6.5,9,8.55484175559553,1382
1940,7.6,9,8.571806189784212,1383
1941,8,9,8.588017425318675,1384
1942,11.1,9,8.603894014046908,1385
1943,9.9,9,8.619644096379174,1386
1944,8.6,9,8.635429236318211,1387
1945,9.7,9,8.651196191907275,1388
1946,7,9,8.666607157497268,1389
1947,7.8,9,8.68127724456518,1390
1948,8.7,9,8.694927109695634,1391
1949,10.6,9,8.707618184634896,1392
1950,7.8,9,8.719500073563353,1393
1951,7.3,9,8.730556240292202,1394
1952,7.2,9,8.740828133682243,1395
1953,10.4,9,8.750097016629855,1396
1954,9.9,9,8.758244725774066,1397
1955,8,9,8.765428398523085,1398
1956,8.2,9,8.771912874169583,1399
1957,9.2,9,8.778004215494205,1400
1958,9.3,9,8.783930566064603,1401
1959,8.5,9,8.789911488026444,1402
1960,9.1,9,8.796283428534748,1403
1961,10.5,9,8.80346350275484,1404
1962,9,9,8.811764661217541,1405
1963,8.1,9,8.82132329475104,1406
1964,7.1,9,8.831983907706556,1407
1965,8.2,9,8.843455873738833,1408
1966,11.1,9,8.855427040941414,1409
1967,11.1,9,8.86748629038531,1410
1968,10.2,9,8.879627774814413,1411
1969,10,9,8.891933084952,1412
1970,8.9,9,8.904093964467975,1413
1971,8.8,9,8.915492822526485,1414
1972,6.8,9,8.925425281337123,1415
1973,7.3,9,8.93363410045406,1416
1974,5.5,9,8.940325102707328,1417
1975,7.5,9,8.945684169154426,1418
1976,9.5,9,8.94994483407974,1419
1977,10.2,9,8.953454978499117,1420
1978,9.1,9,8.956670021061553,1421
1979,8.6,9,8.960168624367608,1422
1980,8,9,8.964572352376988,1423
1981,8.1,9,8.970342834842164,1424
1982,9.7,9,8.977550736711546,1425
1983,9.2,9,8.985909616685836,1426
1984,10.2,9,8.995258724690395,1427
1985,8.8,9,9.005621857663805,1428
1986,9.6,9,9.017168613582502,1429
1987,9.4,9,9.030144253323055,1430
1988,9.7,9,9.044559009741718,1431
1989,10.4,9,9.06231951659585,1432
1990,10.2,9,9.080445491328717,1433
1991,8.2,9,9.099067498760832,1434
1992,6.5,9,9.11801594939196,1435
1993,7.9,9,9.137127757022455,1436
1994,7.6,9,9.156315808024225,1437
1995,11.8,9,9.175548450454478,1438
1996,9.2,9,9.19482146033037,1439
1997,7.7,9,9.21411558622323,1440
1998,8.7,9,9.233417423087971,1441
1999,9,9,9.252734730021789,1442
2000,10.6,9,9.272084189179207,1443
2001,12.5,9,9.291480363569327,1444
2002,8.3,9,9.310920065553034,1445
2003,5.9,9,9.330384637359362,1446
2004,10.1,9,9.349868524895818,1447
2005,11,9,9.36938336056901,1448
2006,12.1,9,9.388933167973072,1449
2007,8.4,9,9.408502418040513,1450
2008,9.1,9,9.428059628430915,1451
2009,8.2,9,9.447582887998173,1452
2010,8.1,9,9.467061385005415,1453
2011,9.4,9,9.486501581358617,1454
2012,8.7,9,9.505926118200925,1455
2013,10.6,9,9.5253630194619,1456
2014,11.9,9,9.544844925302286,1457
2015,8.4,9,9.564388164674586,1458
2016,8.5,9,9.583987946288271,1459
2017,11.1,9,9.603650648855727,1460
1881,5.7,10,3.6056875834805346,1469
1882,3.9,10,3.5932967940551563,1470
1883,4.3,10,3.5810344893448374,1471
1884,1.7,10,3.568865328644929,1472
1885,2.7,10,3.5567479464154736,1473
1886,5.1,10,3.5446582570341043,1474
1887,3.1,10,3.5325824957461585,1475
1888,3.3,10,3.5204956191644463,1476
1889,2.7,10,3.5083743391562763,1477
1890,2.9,10,3.496201724413904,1478
1891,2.7,10,3.4839726463992093,1479
1892,3,10,3.4716947204195705,1480
1893,2.2,10,3.4593901379435508,1481
1894,4.9,10,3.4470965476139312,1482
1895,4.8,10,3.434869324308316,1483
1896,1.2,10,3.4227605729767774,1484
1897,2.8,10,3.410819707465116,1485
1898,4.7,10,3.399121549026777,1486
1899,6.4,10,3.387763855887897,1487
1900,4.7,10,3.376846466004787,1488
1901,2.7,10,3.366459200604334,1489
1902,1.6,10,3.3566863942250453,1490
1903,4.4,10,3.347634510238006,1491
1904,3.3,10,3.3394515752581544,1492
1905,3.1,10,3.332311019044008,1493
1906,6.3,10,3.3264325661546597,1494
1907,3.3,10,3.3221010342226265,1495
1908,1.5,10,3.3196286818473046,1496
1909,2,10,3.3192497102831444,1497
1910,2.2,10,3.3205974712572557,1498
1911,4.7,10,3.3346132240113873,1499
1912,2.6,10,3.3506674669701417,1500
1913,6.8,10,3.368715416189353,1501
1914,3.4,10,3.3885124134797557,1502
1915,1.5,10,3.4094547174541177,1503
1916,4.5,10,3.430755665829718,1504
1917,5.1,10,3.451997569740854,1505
1918,3,10,3.4729198840021525,1506
1919,0.5,10,3.493432584346543,1507
1920,1.2,10,3.5136967367722747,1508
1921,-0.2,10,3.5339585806600127,1509
1922,2.5,10,3.554421791190215,1510
1923,2.9,10,3.5753243415497735,1511
1924,3,10,3.596891204311831,1512
1925,2,10,3.6193112777713736,1513
1926,6,10,3.6430103222392205,1514
1927,2.7,10,3.6681179120122067,1515
1928,6.2,10,3.6943189180154548,1516
1929,4.7,10,3.7211919670565976,1517
1930,5.9,10,3.748551814082859,1518
1931,4.7,10,3.7764423395182547,1519
1932,4.2,10,3.8047653063413236,1520
1933,2.5,10,3.8332688808404285,1521
1934,4.1,10,3.8616434034707865,1522
